record_id,body,corporates,geographic_terms,session,symbol,title,topics
703243,A/,None,None,65,A/65/PV.71,"General Assembly official records, 65th session : 71st plenary meeting, Tuesday, 21 December 2010, New York None","['SOCIAL DEVELOPMENT', 'AGEING PERSONS', 'DEMOGRAPHIC AGEING', 'LITERACY', 'COOPERATIVES', 'PERSONS WITH DISABILITIES', 'GENDER-BASED VIOLENCE', 'OBSTETRIC FISTULA', 'WIDOWS', 'TRAFFICKING IN PERSONS', ""WOMEN'S STATUS"", 'ELECTION OF MEMBERS', 'REFUGEE ASSISTANCE', 'HUMAN RIGHTS', 'RIGHT TO THE TRUTH', 'RIGHTS OF THE CHILD', 'INDIGENOUS PEOPLES', 'RACIAL DISCRIMINATION', 'SELF-DETERMINATION OF PEOPLES', 'PALESTINIANS', 'MERCENARIES', 'TORTURE AND OTHER CRUEL TREATMENT', 'EXTRALEGAL EXECUTIONS', 'CAPITAL PUNISHMENT', 'OMBUDSMAN', 'DISAPPEARANCE OF PERSONS', 'RELIGIOUS INTOLERANCE', 'GLOBALIZATION', 'UNILATERAL ACTS OF STATES', 'RIGHT TO FOOD', 'PEACE', 'DEMOCRACY', 'RESOURCES ALLOCATION', 'CRIME PREVENTION', 'PRISONER TREATMENT', 'DRUG CONTROL']"
703245,A/,"['UN. Peacebuilding Commission. Organizational Committee', 'ASEAN', 'Organization for the Prohibition of Chemical Weapons']",None,65,A/65/PV.72,"General Assembly official records, 65th session : 72nd plenary meeting, Wednesday, 22 December 2010, New York None","['POPULATION PROGRAMMES', 'CHEMICAL WEAPONS', 'COOPERATION BETWEEN ORGANIZATIONS', 'REGIONAL ORGANIZATIONS']"
701732,A/,"['UN. General Assembly (66th sess. : 2011-2012). 6th Committee', 'UN. Special Committee on the Charter of the United Nations and on the Strengthening of the Role of the Organization (2011 sess. : New York)']",None,65,A/65/PV.57,"General Assembly official records, 65th session : 57th plenary meeting, Saturday [i.e. Monday], 6 November [i.e. December] 2010, New York None","['STATE RESPONSIBILITY', 'STANDARDS OF CONDUCT', 'INTERNATIONAL LAW CODIFICATION', 'ENVIRONMENTALLY HAZARDOUS ACTIVITIES', 'HUMAN RIGHTS IN ARMED CONFLICTS', 'RULE OF LAW', 'INTERNATIONAL JURISDICTION', 'COUNTER-TERRORISM', 'PROGRAMME PLANNING', 'ADMINISTRATION OF JUSTICE', 'HOST COUNTRY RELATIONS', 'INTERNATIONAL TRADE LAW', 'DIPLOMATIC PROTECTION', ""DIPLOMATS' SECURITY""]"
730980,A/,"['UN. Board of Auditors', 'UN System', 'UN. Office of Internal Oversight Services', 'International Criminal Tribunal for Rwanda', 'International Tribunal for the Prosecution of Persons Responsible for Serious Violations of International Humanitarian Law Committed in the Territory of the Former Yugoslavia since 1991', 'International Residual Mechanism for Criminal Tribunals', 'UN Interim Security Force for Abyei', ""UN Operation in Côte d'Ivoire"", 'UN Mission in South Sudan', 'UN Mission in Sudan', 'UN', 'UN', 'UN Office for Partnerships', 'UN. General Assembly (66th sess. : 2011-2012)', 'UN Capital Master Plan', 'UN Organization Stabilization Mission in the Democratic Republic of the Congo', 'UN. General Assembly (66th sess. : 2011-2012)']",MYANMAR,66,A/66/PV.93,"General Assembly official records, 66th session : 93rd plenary meeting, Saturday, 24 December 2011, New York None","['PERSONS WITH DISABILITIES', 'HUMAN RIGHTS', 'OCEANS', 'LAW OF THE SEA', 'FINANCIAL STATEMENTS', 'CONFERENCE AND MEETING SERVICES', 'INTERNAL OVERSIGHT', 'ADMINISTRATION OF JUSTICE', 'PEACEKEEPING OPERATIONS']"
730711,A/,"['Unesco', 'UN Trust Fund for Partnerships - Permanent Memorial', 'UN. Department of Public Information', 'UNEP. Governing Council', 'UN. Peacebuilding Commission. Organizational Committee', 'UN. Committee on Conferences', 'UN. Permanent Memorial Committee to Honour the Victims of Slavery and the Transatlantic Slave Trade', 'Unesco']",None,66,A/66/PV.83,"General Assembly official records, 66th session : 83rd plenary meeting, Monday, 12 December 2011, New York None","['HEALTH POLICY', 'FOREIGN POLICY', 'MEMORIALS', 'SLAVERY', 'PEACE', 'ELECTION OF MEMBERS', 'EDUCATION FOR PEACE', 'BUDGET CONTRIBUTIONS']"
730697,A/,"['UNRWA', 'UN. Special Committee to Investigate Israeli Practices affecting the Human Rights of the Palestinian People and Other Arabs of the Occupied Territories', 'UN. General Assembly (67th sess. : 2012-2013). Special Political and Decolonization Committee (4th Committee)']",None,66,A/66/PV.81,"General Assembly official records, 66th session : 81st plenary meeting, Friday, 9 December 2011, New York None","['MINE CLEARANCE', 'OUTER SPACE', 'PALESTINE REFUGEES', 'PALESTINE QUESTION', 'TERRITORIES OCCUPIED BY ISRAEL', 'PUBLIC INFORMATION', 'NON-SELF-GOVERNING TERRITORIES', 'DECOLONIZATION']"
710829,A/,UN Interim Force in Lebanon,None,65,A/65/PV.106,"General Assembly official records, 65th session : 106th plenary meeting, Thursday, 30 June 2011, New York None","['SPECIAL MISSIONS', 'PEACEKEEPING OPERATIONS', 'PROGRAMME BUDGETING', 'FINANCING']"
702840,A/,International Commission against Impunity in Guatemala,GUATEMALA,65,A/65/PV.69,"General Assembly official records, 65th session : 69th plenary meeting, Monday, 20 December 2010, New York None","['HUMAN RIGHTS', 'INFORMATION TECHNOLOGY', 'COMMUNICATION TECHNOLOGY', 'INTERNATIONAL TRADE', 'INTERNATIONAL MONETARY SYSTEM', 'DEBT MANAGEMENT', 'DEVELOPMENT FINANCE', 'OIL SPILLS', 'OIL POLLUTION', 'OCEAN DUMPING', 'CORAL REEFS', 'SUSTAINABLE ENERGY', 'SANITATION', 'WATER', 'MARINE ECOSYSTEMS', 'DISASTER PREVENTION', 'INSTITUTIONAL MACHINERY', 'CLIMATE', 'DESERTIFICATION', 'BIOLOGICAL DIVERSITY', 'HUMAN SETTLEMENTS', 'CULTURE', 'INTERNATIONAL ECONOMIC RELATIONS', 'GLOBALIZATION', 'CORRUPTION', 'INTERNATIONAL MIGRATION', 'LEAST DEVELOPED COUNTRIES', 'LANDLOCKED DEVELOPING COUNTRIES', 'ECOTOURISM', 'POVERTY MITIGATION', 'INDUSTRIAL DEVELOPMENT', 'ORGANIZATIONAL REFORM', 'FOOD SECURITY', 'AIDS PREVENTION', 'IMPUNITY', 'RULE OF LAW']"
702722,A/,"['UN. General Assembly (65th sess. : 2010-2011)', 'UN. General Assembly (65th sess. : 2010-2011). Credentials Committee', 'UN', 'UN System', 'Caribbean Community', 'UN', 'UN', 'UN System', 'UN Joint Staff Pension Fund', 'UN System Chief Executives Board for Coordination', 'UN System', 'UN. Office of Internal Oversight Services', 'International Criminal Tribunal for Rwanda', 'International Tribunal for the Prosecution of Persons Responsible for Serious Violations of International Humanitarian Law Committed in the Territory of the Former Yugoslavia since 1991', 'UN Mission in the Central African Republic and Chad', 'UN Organization Mission in the Democratic Republic of the Congo', 'UN Organization Stabilization Mission in the Democratic Republic of the Congo', 'UN Stabilization Mission in Haiti', 'UN Mission in Sudan', 'UN']",MYANMAR,65,A/65/PV.73,"General Assembly official records, 65th session : 73rd plenary meeting, Thursday, 23 December 2010, New York None","['NON-COMMUNICABLE DISEASES', 'RACIAL DISCRIMINATION', 'HUMAN RIGHTS', 'COOPERATION BETWEEN ORGANIZATIONS', 'FINANCIAL STATEMENTS', 'PROGRAMME PLANNING', 'CONFERENCE AND MEETING SERVICES', 'PERSONNEL MANAGEMENT', 'INTERNAL OVERSIGHT', 'ADMINISTRATION OF JUSTICE', 'PURCHASING', 'DISEASE CONTROL']"
702511,A/,UN System,None,65,A/65/PV.60,"General Assembly official records, 65th session : 60th plenary meeting, Wednesday, 8 December 2010, New York None","['INTERNATIONAL SECURITY', 'DISARMAMENT', 'NUCLEAR NON-PROLIFERATION', 'WEAPONS OF MASS DESTRUCTION', 'MILITARY EXPENDITURES', 'NUCLEAR-WEAPON-FREE ZONES', 'OUTER SPACE', 'ARMS LIMITATION', 'SCIENCE AND TECHNOLOGY', 'REGIONAL DISARMAMENT', 'CONFIDENCE-BUILDING MEASURES', 'LANDMINES', 'SMALL ARMS', 'CHEMICAL AND BIOLOGICAL WARFARE', 'DISARMAMENT-DEVELOPMENT LINK', 'ENVIRONMENTAL STANDARDS', 'MULTILATERALISM', 'DEPLETED URANIUM', 'TERRORISM', 'BALLISTIC MISSILES', 'GOVERNANCE', 'LEADERSHIP']"
733854,A/,Organization for the Prohibition of Chemical Weapons,None,66,A/C.1/66/PV.13,"General Assembly official records, 66th session : 1st Committee, 13th meeting, Monday, 17 October 2011, New York None","['NUCLEAR NON-PROLIFERATION', 'CHEMICAL WEAPONS', 'BIOLOGICAL WEAPONS', 'WEAPONS DESTRUCTION', 'TERRORISM']"
732422,A/,"['Joint Inspection Unit', 'UN. General Assembly (66th sess. : 2011-2012)']",RWANDA,66,A/66/PV.92,"General Assembly official records, 66th session : 92nd plenary meeting, Friday, 23 December 2011, New York None","['INTERCULTURAL COMMUNICATION', 'PEACE', 'HUMANITARIAN ASSISTANCE', 'CRIME VICTIMS', 'GENOCIDE']"
730707,A/,None,None,66,A/66/PV.82,"General Assembly official records, 66th session : 82nd plenary meeting, Friday, 9 December 2011, New York None","['NATIONALITY', 'ACCOUNTABILITY', 'INTERNATIONAL LAW', 'EDUCATIONAL ASSISTANCE', 'INTERNATIONAL TRADE LAW', 'JURISDICTION', 'AQUIFERS', 'TERRORISM', 'PROGRAMME PLANNING', 'ADMINISTRATION OF JUSTICE', 'HOST COUNTRY RELATIONS', 'OBSERVER STATUS']"
713761,A/,"['UN. General Assembly (66th sess. : 2011-2012)', 'UN. General Assembly (66th sess. : 2011-2012)', 'UN. General Assembly (66th sess. : 2011-2012)', 'Transitional National Council (Libya)']",LIBYA,66,A/66/PV.2,"General Assembly official records, 66th session : 2nd plenary meeting, Friday, 16 September 2011, New York None",None
712114,"['E/', 'E/CN.5/']","[""New Partnership for Africa's Development"", 'UN. Commission for Social Development (49th sess. : 2011 : New York)', 'UN. Commission for Social Development (49th sess. : 2011 : New York)', 'UN. General Assembly (24th special sess. : 2000 : Geneva)', 'UN RESEARCH INSTITUTE FOR SOCIAL DEVELOPMENT']",AFRICA,"['2011-S', '49']","['E/2011/26', 'E/CN.5/2011/12']",Commission for Social Development : report on the 49th session (19 February 2010 and 9-18 February 2011) None,"['PARTNERSHIP', 'DEVELOPMENT ASSISTANCE', 'SOCIAL DEVELOPMENT', 'SOCIAL INTEGRATION', 'PERSONS WITH DISABILITIES', 'AGEING', 'FAMILY', 'POVERTY MITIGATION', 'PROGRAMME IMPLEMENTATION', 'DOCUMENTS', 'PERSONS WITH DISABILITIES', 'YOUTH POLICY']"
711558,A/,None,NORWAY,65,A/65/PV.111,"General Assembly official records, 65th session : 111th plenary meeting, Tuesday, 26 July 2011, New York None","['YOUTH', 'YOUTH POLICY', 'POPULAR PARTICIPATION', 'ARMED INCIDENTS']"
710828,A/,"['UN. Economic and Social Council', 'UN Dispute Tribunal']","['ABKHAZIA (GEORGIA)', 'GEORGIA']",65,A/65/PV.105,"General Assembly official records, 65th session : 105th plenary meeting, Wednesday, 29 June 2011, New York None","['OPERATIONAL ACTIVITIES', 'GRADUATION', 'LEAST DEVELOPED COUNTRIES', 'GEORGIAN REFUGEES', 'DISPLACED PERSONS', 'GEORGIA SITUATION', 'APPOINTMENT OF OFFICIALS', 'JUDGES', 'PROGRAMME IMPLEMENTATION']"
710736,A/,UN. General Assembly (66th sess. : 2011-2012). High-Level Plenary Meeting to Commemorate the 10th Anniversary of the Adoption of the Durban Declaration and Programme of Action,AFRICA,65,A/65/PV.96,"General Assembly official records, 65th session : 96th plenary meeting, Monday, 13 June 2011, New York None","['PEACEBUILDING', 'POST-CONFLICT RECONSTRUCTION']"
703248,A/,UN. Committee on Contributions,None,65,A/65/PV.78,"General Assembly official records, 65th session : 78th plenary meeting, Tuesday, 15 March 2011, New York None","['YOUTH', 'DEVELOPMENT', 'MARINE ENVIRONMENT', 'APPOINTMENT OF MEMBERS']"
699419,A/,None,None,65,A/C.1/65/PV.22,"General Assembly official records, 65th session : 1st Committee, 22nd meeting, Friday, 29 October 2010, New York None","['DISARMAMENT', 'FOLLOW-UP PROCEDURES', 'DISARMAMENT NEGOTIATIONS', 'DISARMAMENT RESEARCH', 'REGIONAL DISARMAMENT', 'DISARMAMENT EDUCATION', 'CONFIDENCE-BUILDING MEASURES', 'NUCLEAR-WEAPON-FREE ZONES', 'STRATEGIC NUCLEAR WEAPONS SYSTEMS', 'BALLISTIC MISSILES']"
1315310,"['E/', 'E/ECA/']",UN. ECA (44th sess. : 2011 : Addis Ababa),AFRICA,2011-S,"['E/2011/38', 'E/ECA/CM/44/5']","Economic Commission for Africa : annual report, 2011 None","['ECONOMIC DEVELOPMENT', 'SOCIAL DEVELOPMENT', 'DEVELOPMENT STRATEGIES', 'REGIONAL COOPERATION']"
716966,A/,"['UN', ""New Partnership for Africa's Development""]",AFRICA,66,A/66/PV.32,"General Assembly official records, 66th session : 32nd plenary meeting, Tuesday, 11 October 2011, New York None","['MALARIA', 'DISEASE PREVENTION', 'DISEASE CONTROL', 'SUSTAINABLE DEVELOPMENT', 'PEACEBUILDING']"
699418,A/,None,None,65,A/C.1/65/PV.21,"General Assembly official records, 65th session : 1st Committee, 21st meeting, Thursday, 28 October 2010, New York None","['LANDMINES', 'MINE CLEARANCE', 'CONVENTIONAL WEAPONS', 'SMALL ARMS', 'ILLICIT ARMS TRAFFICKING', 'DISARMAMENT', 'DISPUTE SETTLEMENT', 'CONFIDENCE-BUILDING MEASURES', 'REGIONAL SECURITY', 'ENVIRONMENTAL STANDARDS', 'MULTILATERALISM', 'DEPLETED URANIUM', 'INFORMATION TECHNOLOGY', 'COMMUNICATION TECHNOLOGY', 'COMPUTER SECURITY', 'CONFIDENCE-BUILDING MEASURES']"
699031,A/,"['UN. Advisory Committee on Administrative and Budgetary Questions', 'UN. Committee on Contributions', 'UN. Investments Committee', 'International Civil Service Commission', 'UN. Independent Audit Advisory Committee']",None,65,A/65/PV.51,"General Assembly official records, 65th session : 51st plenary meeting, Friday, 19 November 2010, New York None",APPOINTMENT OF MEMBERS
727669,"['E/', 'E/ESCAP/']","['UN. ESCAP', 'UN. ESCAP', 'UN. ESCAP (67th sess. : 2011 : Bangkok)', 'UN. ESCAP (67th sess. : 2011 : Bangkok)', 'UN. ESCAP (67th sess. : 2011 : Bangkok)', 'UN. ESCAP (68th sess. : 2012 : Bangkok)']",ASIA AND THE PACIFIC,"['2011-S', '67']","['E/2011/39', 'E/ESCAP/67/23']","Economic and Social Commission for Asia and the Pacific : annual report, 20 May 2010-25 May 2011 None","['DEVELOPMENT', 'ECONOMIC COOPERATION', 'REGIONAL COOPERATION', 'PROGRAMME PLANNING', 'DOCUMENTS', 'FINANCIAL IMPLICATIONS']"
721995,A/,"['UN. Board of Auditors', 'UN High Commissioner for Refugees']",None,66,A/66/5/Add.5,Voluntary funds administered by the United Nations High Commissioner for Refugees : financial report and audited financial statements for the year ended 31 December 2010 and report of the Board of Auditors None,"['FINANCIAL STATEMENTS', 'AUDITING']"
720652,A/,"['UN. General Assembly (65th sess. : 2010-2011)', 'UN. General Assembly (65th sess. : 2010-2011)', 'UN. Committee for Programme and Coordination', 'UN. General Assembly', 'UN. Security Council', 'UN']",None,65,A/65/PV.118,"General Assembly official records, 65th session : 118th plenary meeting, Monday, 12 September 2011, New York None","['TRIBUTES', 'COOPERATION BETWEEN ORGANIZATIONS', 'DEVELOPMENT', 'INTERNATIONAL SECURITY']"
712667,A/,"['UN. Committee on Conferences (2011 : New York)', 'UN. Committee on Conferences (2011 : New York)', 'UN. Committee on Conferences (2011 : New York)', 'UN. Committee on Conferences (2011 : New York)', 'UN', 'UN', 'UN System', 'UN System', 'UN Headquarters', 'IAEA', 'UN Capital Master Plan']",None,66,A/66/32,Report of the Committee on Conferences for 2011 None None,"['CONFERENCE AND MEETING SERVICES', 'CONFERENCE FACILITIES', 'DOCUMENTATION', 'PUBLICATIONS', 'TRANSLATION', 'INTERPRETING', 'LANGUAGE SERVICES', 'DOCUMENTS']"
712170,"['E/', 'E/ECE/']","['UN. ECE', 'UN. ECE (64th sess. : 2011 : Geneva)', 'UN. ECE']",EUROPE,"['2011-S', '64']","['E/2011/37', 'E/ECE/1462']","Economic Commission for Europe : biennial report, 1 April 2009-31 March 2011 None","['ECONOMIC COOPERATION', 'REGIONAL COOPERATION', 'ECONOMIC INTEGRATION', 'ECONOMIC DEVELOPMENT', 'CLIMATE CHANGE', 'ENVIRONMENTAL POLICY', 'SUBSIDIARY BODIES', 'PUBLICATIONS', 'DOCUMENTS']"
710739,A/,UN. Human Rights Council,None,65,A/65/PV.100,"General Assembly official records, 65th session : 100th plenary meeting, Friday, 17 June 2011, New York None","['LEAST DEVELOPED COUNTRIES', 'HUMAN RIGHTS ADVANCEMENT', 'HUMAN RIGHTS']"
708559,A/,"['UN Capital Master Plan', 'UN Headquarters', 'UN. Board of Auditors']",NEW YORK (N.Y.),66,A/66/5 (Vol. V),Report of the Board of Auditors for the year ended 31 December 2010. None None,"['OFFICE BUILDINGS', 'CONSTRUCTION', 'FINANCIAL MANAGEMENT', 'PURCHASING', 'PROGRAMME MANAGEMENT', 'RISK ASSESSMENT', 'BUILDING SECURITY', 'AUDITING']"
706966,S/,UN,SOUTH SUDAN,66,S/PV.6582,"Security Council, 66th year : 6582nd meeting, Wednesday, 13 July 2011, New York None",None
704509,A/,None,None,65,A/65/PV.85,"General Assembly official records, 65th session : 85th plenary meeting, Thursday, 7 April 2011, New York None","['INTERNATIONAL DAYS', 'MANNED SPACE FLIGHT', 'SPACE EXPLORATION']"
703246,A/,UN,None,65,A/65/PV.74,"General Assembly official records, 65th session : 74th plenary meeting, Friday, 14 January 2011, New York None","['JUDGES', 'STAFFING', 'TRIALS', 'APPOINTMENT OF OFFICIALS', 'FRANCOPHONIE', 'FRENCH LANGUAGE']"
702580,A/,None,None,65,A/65/PV.77,"General Assembly official records, 65th session : 77th plenary meeting, Monday, 7 March 2011, New York None",RULES AND REGULATIONS
699159,A/,IAEA,None,65,A/65/PV.46,"General Assembly official records, 65th session : 46th plenary meeting, Friday [i.e. Monday], 5 [i.e. 8] November 2010, New York None","['NUCLEAR ENERGY', 'NUCLEAR SAFETY', 'NUCLEAR NON-PROLIFERATION', 'NUCLEAR DISARMAMENT', 'NUCLEAR TECHNOLOGY', 'TECHNOLOGY TRANSFER', 'NON-NUCLEAR-WEAPON STATES', 'NUCLEAR WEAPON STATES']"
699129,A/,None,None,65,A/65/PV.52,"General Assembly official records, 65th session : 52nd plenary meeting, Tuesday, 23 November 2010, New York None","['POVERTY MITIGATION', 'ECONOMIC GROWTH', 'PEACE', 'NON-VIOLENCE', 'INTERNATIONAL CRIMINAL COURTS', 'CRIMINAL JUSTICE']"
699126,A/,"['UN. Board of Auditors', 'UN']",None,65,A/65/5 (Vol.II),Financial report and audited financial statements for the 12-month period from 1 July 2009 to 30 June 2010 and report of the Board of Auditors. None None,"['PEACEKEEPING OPERATIONS', 'FINANCIAL STATEMENTS', 'FUNDS', 'AUDITING']"
698787,A/,International Criminal Court,None,65,A/65/PV.41,"General Assembly official records, 65th session : 41st plenary meeting, Friday, 29 October 2010, New York None","['CRIMINAL JUSTICE', 'INTERNATIONAL CRIMINAL COURTS', 'CRIMINAL JURISDICTION', 'RULE OF LAW', 'INTERNATIONAL CRIMINAL LAW']"
734220,A/,None,None,66,A/C.1/66/PV.15,"General Assembly official records, 66th session : 1st Committee, 15th meeting, Tuesday, 18 October 2011, New York None","['CONVENTIONAL WEAPONS', 'ARMS TRANSFERS', 'TRANSPARENCY IN ARMAMENTS', 'REGIONAL DISARMAMENT', 'AMMUNITION', 'LANDMINES']"
733888,A/,None,None,66,A/C.1/66/PV.16,"General Assembly official records, 66th session : 1st Committee, 16th meeting, Wednesday, 19 October 2011, New York None","['CONVENTIONAL WEAPONS', 'WEAPONS DESTRUCTION', 'SMALL ARMS', 'ARMS TRANSFERS', 'ILLICIT ARMS TRAFFICKING', 'MINE CLEARANCE']"
733887,A/,"['UN. Conference on Disarmament', 'UN. Group of Governmental Experts on the Operation and Further Development of the United Nations Standardized Instrument for Reporting Military Expenditures', 'UN. Preparatory Committee for the United Nations Conference on the Arms Trade Treaty']",None,66,A/C.1/66/PV.14,"General Assembly official records, 66th session : 1st Committee, 14th meeting, Monday, 17 October 2011, New York None","['CHEMICAL WEAPONS', 'BIOLOGICAL WEAPONS', 'SPACE DEBRIS', 'SPACE EXPLORATION', 'ARMS RACE']"
723808,E/,"['UNDP/UNFPA/UNOPS Executive Board (2011, 1st sess. : New York)', 'UNDP/UNFPA Executive Board (2011, annual sess. : New York)', 'UNDP/UNFPA/UNOPS Executive Board (2011, 2nd sess. : New York)', 'UN Volunteers', 'UNDP. Ethics Office', 'UNDP', 'UNFPA', 'UN. Office for Project Services', 'UN Capital Development Fund', 'UN. Board of Auditors', 'UNDP', 'UNFPA', 'UNDP/UNFPA/UNOPS Executive Board (2011, 1st sess. : New York)', 'UNDP/UNFPA Executive Board (2011, annual sess. : New York)', 'UNDP/UNFPA/UNOPS Executive Board (2011, 2nd sess. : New York)', 'Joint United Nations Programme on HIV/AIDS', 'UNDP/UNFPA/UNOPS Executive Board', 'UNDP/UNFPA/UNOPS Executive Board']",None,2011-S,E/2011/35,"Executive Board of the United Nations Development Programme, the United Nations Population Fund and the United Nations Office for Project Services : report of the Executive Board on its work during 2011 None","['COUNTRY PROGRAMMES', 'DEVELOPMENT ASSISTANCE', 'POPULATION PROGRAMMES', 'OPERATIONAL ACTIVITIES', 'TECHNICAL COOPERATION', 'PROGRAMME EVALUATION', 'GENDER EQUALITY', 'INTERNAL OVERSIGHT', 'FIELD VISITS', 'TRUST FUNDS', 'AIDS PREVENTION']"
718374,A/,"['UN. Economic and Social Council', 'UN. Security Council']",None,66,A/66/PV.39,"General Assembly official records, 66th session : 39th plenary meeting, Monday, 24 October 2011, New York None",ELECTION OF MEMBERS
715045,"['E/', 'E/ICEF/']","['UNICEF. Executive Board (2011, 1st sess. : New York)', 'UNICEF. Executive Board (2011, 2nd sess. : New York)', 'UNICEF. Executive Board (2011, annual sess. : New York)', 'UNICEF. Executive Board (2011, 1st sess. : New York)', 'UNICEF. Executive Board (2011, 2nd sess. : New York)', 'UNICEF. Executive Board (2011, annual sess. : New York)', 'UNICEF. Executive Board', 'UNICEF', 'Global Fund to Fight AIDS, Tuberculosis and Malaria', 'UNICEF. Ethics Office', 'UNICEF', 'UNICEF. Executive Board']",None,"['2011-S', '2011']","['E/2011/34/Rev.1', 'E/ICEF/2011/7/Rev.1']",Executive Board of the United Nations Children's Fund : report on the 1st and 2nd regular sessions and annual session of 2011 None,"['CHILD DEVELOPMENT', 'CHILDREN', 'COUNTRY PROGRAMMES', 'OPERATIONAL ACTIVITIES', 'PROGRAMME BUDGETING', 'KNOWLEDGE MANAGEMENT', 'HUMANITARIAN ASSISTANCE', 'FINANCIAL STATEMENTS', 'FUND-RAISING', 'PLEDGING CONFERENCES', 'BASIC EDUCATION', 'GENDER EQUALITY', 'GENDER MAINSTREAMING', 'EMERGENCY RELIEF', 'COORDINATION WITHIN UN SYSTEM', 'FIELD VISITS', 'PROGRAMME EVALUATION', 'AUDITING']"
713884,A/,None,None,66,A/66/PV.14,"General Assembly official records, 66th session : 14th plenary meeting, Thursday, 22 September 2011, New York None","['RACIAL DISCRIMINATION', 'RELIGIOUS INTOLERANCE', 'XENOPHOBIA', 'ANTI-DISCRIMINATION MEASURES']"
711041,A/,International Tribunal for the Prosecution of Persons Responsible for Serious Violations of International Humanitarian Law Committed in the Territory of the Former Yugoslavia since 1991,None,65,A/65/PV.109,"General Assembly official records, 65th session : 109th plenary meeting, Thursday, 19 July 2011, New York None","['SUSTAINABLE DEVELOPMENT', 'PEACEKEEPING OPERATIONS', 'MULTILINGUALISM', 'JUDGES', 'FORMER YUGOSLAVIA SITUATION']"
710832,A/,None,NORWAY,65,A/65/PV.110,"General Assembly official records, 65th session : 110th plenary meeting, Monday, 25 July 2011, New York None","['YOUTH', 'POPULAR PARTICIPATION', 'ARMED INCIDENTS', 'TERRORISM']"
707628,A/,"['UN', 'UN. Human Rights Council']",None,65,A/65/PV.89,"General Assembly official records, 65th session : 89th plenary meeting, Friday, 20 May 2011, New York None","['AIDS PREVENTION', 'ELECTION OF MEMBERS']"
706833,"['E/', 'E/CN.16/']","['UN. Commission on Science and Technology for Development (14th sess. : 2011 : Geneva)', 'UN. Commission on Science and Technology for Development (14th sess. : 2011 : Geneva)', 'UN. Commission on Science and Technology for Development (14th sess. : 2011 : Geneva)', 'UN. Commission on Science and Technology for Development (15th sess. : 2012 : Geneva)', 'UN. Commission on Science and Technology for Development (15th sess. : 2012 : Geneva)']",None,"['2011-S', '14']","['E/2011/31', 'E/CN.16/2011/5']",Commission on Science and Technology for Development : report on the 14th session (23-27 May 2011) None,"['SCIENCE AND TECHNOLOGY', 'NEW TECHNOLOGIES', 'INFORMATION TECHNOLOGY', 'INNOVATIONS', 'PROGRAMME IMPLEMENTATION']"
704508,A/,"['Joint Inspection Unit', 'UN Capital Master Plan']",None,65,A/65/PV.84,"General Assembly official records, 65th session : 84th plenary meeting, Monday, 4 April 2011, New York None","['OCEANS', 'LAW OF THE SEA', 'MARINE ENVIRONMENT', 'PROGRAMME BUDGETING', 'OFFICE BUILDINGS']"
704232,A/,"['UNRWA', 'African Union', 'UN System']",None,65,A/65/PV.86,"General Assembly official records, 65th session : 86th plenary meeting, Monday, 18 April 2011, New York None","['PALESTINE REFUGEES', 'AIDS PREVENTION', 'MALARIA', 'DISEASE PREVENTION', 'REGIONAL SECURITY', 'COOPERATION BETWEEN ORGANIZATIONS']"
702424,A/,None,None,65,A/65/PV.59,"General Assembly official records, 65th session : 59th plenary meeting, Tuesday, 7 December 2010, New York None","['OCEANS', 'LAW OF THE SEA', 'FISHERIES', 'FISHERY CONSERVATION', 'FISHERY MANAGEMENT', 'MARINE ENVIRONMENT', 'CAPACITY BUILDING', 'MARINE SCIENCES']"
